161023883,B08,16040719,Alarms,2016-04-11,2016-04-11,2016 Apr 11 09:56:15 PM,2016 Apr 11 09:57:21 PM,2016 Apr 11 09:57:27 PM,2016 Apr 11 09:58:15 PM,2016 Apr 11 10:03:40 PM,,,Fire,2016 Apr 11 10:18:02 PM,OMAR WAY/MYRA WAY,San Francisco,94127,B09,39,8663,3,3,3,false,Alarm,1,CHIEF,2,9,7,West of Twin Peaks,161023883-B08,POINT (-122.450424 37.739338),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160972214,E04,16038447,Electrical Hazard,2016-04-06,2016-04-06,2016 Apr 06 01:47:37 PM,2016 Apr 06 01:48:48 PM,2016 Apr 06 01:49:30 PM,2016 Apr 06 01:50:36 PM,2016 Apr 06 01:52:21 PM,,,Fire,2016 Apr 06 01:55:05 PM,03RD ST/WARRIORS WAY,San Francisco,94158,B03,4,2364,3,3,3,false,Alarm,1,ENGINE,1,3,6,Mission Bay,160972214-E04,POINT (-122.389305 37.76882),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160943727,53,16037460,Medical Incident,2016-04-03,2016-04-03,2016 Apr 03 11:15:12 PM,2016 Apr 03 11:18:05 PM,2016 Apr 03 11:18:33 PM,2016 Apr 03 11:18:45 PM,2016 Apr 03 11:35:10 PM,2016 Apr 03 11:46:08 PM,2016 Apr 04 12:11:46 AM,Code 2 Transport,2016 Apr 04 12:47:29 AM,POLK ST/CEDAR ST,San Francisco,94109,B04,3,3121,2,2,2,true,Non Life-threatening,1,MEDIC,2,4,6,Tenderloin,160943727-53,POINT (-122.41983 37.786358),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160941221,RS2,16037212,Medical Incident,2016-04-03,2016-04-03,2016 Apr 03 10:11:15 AM,2016 Apr 03 10:11:15 AM,2016 Apr 03 10:13:33 AM,2016 Apr 03 10:13:33 AM,,,,No Merit,2016 Apr 03 10:18:14 AM,VICENTE ST/GREAT HWY,San Francisco,94116,B08,23,7732,3,3,3,false,Non Life-threatening,1,RESCUE SQUAD,8,8,4,Sunset/Parkside,160941221-RS2,POINT (-122.50644 37.73796),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160940444,KM07,16037140,Medical Incident,2016-04-03,2016-04-02,2016 Apr 03 02:42:00 AM,2016 Apr 03 02:42:29 AM,2016 Apr 03 02:42:40 AM,2016 Apr 03 02:43:08 AM,2016 Apr 03 02:51:29 AM,,,Patient Declined Transport,2016 Apr 03 03:26:10 AM,MCALLISTER ST/LEAVENWORTH ST,San Francisco,94102,B02,3,1553,2,2,2,false,Non Life-threatening,1,PRIVATE,1,2,6,Tenderloin,160940444-KM07,POINT (-122.41367 37.780926),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160942435,KM05,16037324,Medical Incident,2016-04-03,2016-04-03,2016 Apr 03 04:03:53 PM,2016 Apr 03 04:05:00 PM,2016 Apr 03 04:05:48 PM,2016 Apr 03 04:06:31 PM,2016 Apr 03 04:10:36 PM,2016 Apr 03 04:28:35 PM,2016 Apr 03 04:43:05 PM,Code 2 Transport,2016 Apr 03 05:12:03 PM,HILL ST/CHURCH ST,San Francisco,94114,B06,11,5467,3,3,3,false,Potentially Life-Threatening,1,PRIVATE,2,6,8,Noe Valley,160942435-KM05,POINT (-122.42781 37.75569),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160983171,83,16039061,Medical Incident,2016-04-07,2016-04-07,2016 Apr 07 06:29:45 PM,2016 Apr 07 06:31:02 PM,2016 Apr 07 06:31:22 PM,2016 Apr 07 06:31:29 PM,2016 Apr 07 06:37:29 PM,,,Patient Declined Transport,2016 Apr 07 07:24:27 PM,ENTERPRISE ST/FOLSOM ST,San Francisco,94110,B02,7,5237,2,2,2,true,Non Life-threatening,1,MEDIC,1,2,9,Mission,160983171-83,POINT (-122.41525 37.764706),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160983520,65,16039094,Medical Incident,2016-04-07,2016-04-07,2016 Apr 07 08:07:15 PM,2016 Apr 07 08:09:30 PM,2016 Apr 07 08:09:48 PM,2016 Apr 07 08:10:00 PM,2016 Apr 07 08:28:37 PM,2016 Apr 07 08:35:17 PM,2016 Apr 07 08:50:09 PM,Code 2 Transport,2016 Apr 07 09:33:33 PM,FOLSOM ST/20TH ST,San Francisco,94110,B06,7,5447,2,2,2,true,Non Life-threatening,1,MEDIC,1,6,9,Mission,160983520-65,POINT (-122.41469 37.758896),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
161021964,AM14,16040565,Medical Incident,2016-04-11,2016-04-11,2016 Apr 11 01:14:47 PM,2016 Apr 11 01:19:53 PM,2016 Apr 11 01:20:42 PM,2016 Apr 11 01:21:06 PM,2016 Apr 11 01:27:48 PM,2016 Apr 11 02:14:47 PM,2016 Apr 11 02:33:36 PM,Code 2 Transport,2016 Apr 11 03:06:20 PM,VALENCIA ST/15TH ST,San Francisco,94103,B02,6,5226,2,2,2,false,Potentially Life-Threatening,1,PRIVATE,1,2,9,Mission,161021964-AM14,POINT (-122.42204 37.76654),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
161022019,T08,16040571,Medical Incident,2016-04-11,2016-04-11,2016 Apr 11 01:29:42 PM,2016 Apr 11 01:31:48 PM,2016 Apr 11 01:32:28 PM,2016 Apr 11 01:34:11 PM,2016 Apr 11 01:38:06 PM,,,Code 2 Transport,2016 Apr 11 01:41:45 PM,GILBERT ST/BRYANT ST,San Francisco,94103,B03,8,231,3,3,3,false,Potentially Life-Threatening,1,TRUCK,1,3,6,South of Market,161022019-T08,POINT (-122.40421 37.774704),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
161024079,62,16040736,Medical Incident,2016-04-11,2016-04-11,2016 Apr 11 10:56:37 PM,2016 Apr 11 11:00:28 PM,2016 Apr 11 11:02:30 PM,2016 Apr 11 11:02:30 PM,,,,Unable to Locate,2016 Apr 11 11:06:21 PM,MASON ST/DERBY ST,San Francisco,94102,B01,3,1411,E,E,3,true,Potentially Life-Threatening,1,MEDIC,6,1,3,Tenderloin,161024079-62,POINT (-122.40993 37.78743),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
161021580,E09,16040530,Other,2016-04-11,2016-04-11,2016 Apr 11 11:43:13 AM,2016 Apr 11 11:43:13 AM,2016 Apr 11 11:43:29 AM,2016 Apr 11 11:43:29 AM,,,,Fire,2016 Apr 11 11:57:31 AM,HOLLADAY AVE/PERALTA AVE,San Francisco,94110,B10,9,6375,3,3,3,true,Alarm,1,ENGINE,2,10,9,Bernal Heights,161021580-E09,POINT (-122.40494 37.748222),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160991136,T14,16039249,Outside Fire,2016-04-08,2016-04-08,2016 Apr 08 10:28:58 AM,2016 Apr 08 10:29:28 AM,2016 Apr 08 10:38:28 AM,2016 Apr 08 10:38:28 AM,2016 Apr 08 10:38:28 AM,,,Fire,2016 Apr 08 10:38:49 AM,CALL BOX: ACADEMY OF SCIENCES,San Francisco,94118,B07,22,7744,3,3,3,false,Fire,1,TRUCK,2,7,7,Golden Gate Park,160991136-T14,POINT (-122.464357976 37.769734903),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160951577,50,16037608,Structure Fire / Smoke in Building,2016-04-04,2016-04-04,2016 Apr 04 11:54:28 AM,2016 Apr 04 12:02:17 PM,2016 Apr 04 12:03:07 PM,2016 Apr 04 12:03:27 PM,,,,Fire,2016 Apr 04 12:08:01 PM,OAK ST/DIVISADERO ST,San Francisco,94117,B05,21,4145,3,3,3,true,Alarm,1,MEDIC,7,5,5,Hayes Valley,160951577-50,POINT (-122.43742 37.773132),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
160982960,E01,16039038,Traffic Collision,2016-04-07,2016-04-07,2016 Apr 07 05:35:19 PM,2016 Apr 07 05:35:19 PM,2016 Apr 07 05:36:19 PM,2016 Apr 07 05:38:10 PM,,,,Code 2 Transport,2016 Apr 07 05:44:50 PM,TAYLOR ST/OPAL PL,San Francisco,94102,B03,1,1454,3,3,3,true,Potentially Life-Threatening,1,ENGINE,3,3,6,Tenderloin,160982960-E01,POINT (-122.4107 37.782894),2024-02-05T03:27:52.000-05:00,2024-02-05T10:56:25.000-05:00
